tag,name,rank,thLevel,warID,order_,attackerTag,defenderTag,stars,new_stars,destructionPercentage,war_player.defenderTag,defenderName,defenderRank,defenderTH,attacker_is_home_clan,home_clan_tag,home_clan_name,home_clan_level,enemy_clan_tag,enemy_clan_name,enemy_clan_level,war_start_time,war_size,type
#8CRVVJLQU,Enemy 1,14,13,11283945,1,#8CRVVJLQU,#YQQGQYY0G,3,3,100,#YQQGQYY0G,Player13,22,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#JYQV28UC,Player9,12,12,11283945,2,#JYQV28UC,#RLVU0JGP,0,0,44,#RLVU0JGP,Enemy 13,9,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#QJCPVR0L,Player15,31,12,11283945,3,#QJCPVR0L,#RY9PPPCR,2,2,69,#RY9PPPCR,Enemy 12,16,13,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#8GVGVC0PR,Player11,14,12,11283945,4,#8GVGVC0PR,#908QP2YCJ,2,2,63,#908QP2YCJ,Enemy 10,11,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#2Y80R00CL,Player1,1,14,11283945,5,#2Y80R00CL,#GPQR20V8,3,3,100,#GPQR20V8,Enemy 3,1,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#9CYVRU2Y,Enemy 2,2,14,11283945,6,#9CYVRU2Y,#PQPG982PR,2,2,62,#PQPG982PR,Player2,2,14,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#GPQR20V8,Enemy 3,1,14,11283945,7,#GPQR20V8,#2Y80R00CL,2,2,50,#2Y80R00CL,Player1,1,14,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#9CQ8J0LC,Enemy 4,17,13,11283945,8,#9CQ8J0LC,#QJCPVR0L,3,3,100,#QJCPVR0L,Player15,31,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#C920Q9V,Enemy 5,6,14,11283945,9,#C920Q9V,#LJ0YURC0R,2,2,87,#LJ0YURC0R,Player6,8,13,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#L008CYPU,Enemy 6,13,14,11283945,10,#L008CYPU,#YVLVGQPP,2,2,86,#YVLVGQPP,Player12,15,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#9YJ09GPU,Player8,11,13,11283945,11,#9YJ09GPU,#2V8QJLCU8,2,2,55,#2V8QJLCU8,Enemy 14,8,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#YVLVGQPP,Player12,15,12,11283945,12,#YVLVGQPP,#L008CYPU,2,2,67,#L008CYPU,Enemy 6,13,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#20LVQC0Y,Enemy 7,4,14,11283945,13,#20LVQC0Y,#902LGL89P,2,2,62,#902LGL89P,Player3,4,14,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#CRVUP8VL,Enemy 8,3,14,11283945,14,#CRVUP8VL,#UPGLPJ9C,2,2,86,#UPGLPJ9C,Player4,6,13,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#2QJYR8UG,Enemy 9,5,14,11283945,15,#2QJYR8UG,#LV89CGVPR,2,2,80,#LV89CGVPR,Player5,7,13,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#908QP2YCJ,Enemy 10,11,14,11283945,16,#908QP2YCJ,#8GVGVC0PR,3,3,100,#8GVGVC0PR,Player11,14,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#YQQGQYY0G,Player13,22,12,11283945,17,#YQQGQYY0G,#U29LL8Y,2,2,72,#U29LL8Y,Enemy 11,7,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#U29LL8Y,Enemy 11,7,14,11283945,18,#U29LL8Y,#Q0YY0V8P,2,2,84,#Q0YY0V8P,Player7,9,13,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#RY9PPPCR,Enemy 12,16,13,11283945,19,#RY9PPPCR,#L9YR9J082,3,3,100,#L9YR9J082,Player14,30,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#LV89CGVPR,Player5,7,13,11283945,20,#LV89CGVPR,#2QJYR8UG,2,2,69,#2QJYR8UG,Enemy 9,5,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#Q0YY0V8P,Player7,9,13,11283945,21,#Q0YY0V8P,#8CRVVJLQU,2,2,77,#8CRVVJLQU,Enemy 1,14,13,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#RLVU0JGP,Enemy 13,9,14,11283945,22,#RLVU0JGP,#JYQV28UC,1,1,95,#JYQV28UC,Player9,12,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#2V8QJLCU8,Enemy 14,8,14,11283945,23,#2V8QJLCU8,#9YJ09GPU,2,2,57,#9YJ09GPU,Player8,11,13,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#PPRJLRLR,Enemy 15,10,14,11283945,24,#PPRJLRLR,#YCRJ9P2R,2,2,86,#YCRJ9P2R,Player10,13,12,0,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#L9YR9J082,Player14,30,12,11283945,25,#L9YR9J082,#9CQ8J0LC,1,1,47,#9CQ8J0LC,Enemy 4,17,13,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#UPGLPJ9C,Player4,6,13,11283945,26,#UPGLPJ9C,#20LVQC0Y,1,1,30,#20LVQC0Y,Enemy 7,4,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#LJ0YURC0R,Player6,8,13,11283945,27,#LJ0YURC0R,#C920Q9V,1,1,30,#C920Q9V,Enemy 5,6,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#PQPG982PR,Player2,2,14,11283945,28,#PQPG982PR,#RLVU0JGP,2,2,92,#RLVU0JGP,Enemy 13,9,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#YCRJ9P2R,Player10,13,12,11283945,29,#YCRJ9P2R,#PPRJLRLR,0,0,43,#PPRJLRLR,Enemy 15,10,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#902LGL89P,Player3,4,14,11283945,30,#902LGL89P,#CRVUP8VL,2,2,84,#CRVUP8VL,Enemy 8,3,14,1,#9G02RQVP,Kings Clan III,16,#PJ9LCGG,EnemyClan1,16,08.10.2021 21:26,15,league
#82J9V88VU,Enemy 16,18,12,11276346,1,#82J9V88VU,#L9YR9J082,2,2,68,#L9YR9J082,Player14,30,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#2Y80R00CL,Player1,1,14,11276346,2,#2Y80R00CL,#99RQLJGR,2,2,76,#99RQLJGR,Enemy 22,1,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#8GVGVC0PR,Player11,14,12,11276346,3,#8GVGVC0PR,#YJPL9PY0Q,2,2,63,#YJPL9PY0Q,Enemy 21,12,13,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#902LGL89P,Player3,4,14,11276346,4,#902LGL89P,#RUR8ULY,1,1,60,#RUR8ULY,Enemy 97,3,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#9YJ09GPU,Player8,11,13,11276346,5,#9YJ09GPU,#9Y2GRCCUV,2,2,65,#9Y2GRCCUV,Enemy 27,9,13,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#2YVPR88YL,Enemy 17,7,14,11276346,6,#2YVPR88YL,#LJ0YURC0R,2,2,78,#LJ0YURC0R,Player6,8,13,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#YQQGQYY0G,Player13,22,12,11276346,7,#YQQGQYY0G,#8Y02U8GU8,3,3,100,#8Y02U8GU8,Enemy 23,17,12,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#RUGRQ2Q9,Enemy 18,11,14,11276346,8,#RUGRQ2Q9,#YCRJ9P2R,2,2,65,#YCRJ9P2R,Player10,13,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#QJCPVR0L,Player15,31,12,11276346,9,#QJCPVR0L,#82J9V88VU,2,2,90,#82J9V88VU,Enemy 16,18,12,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#L9YR9J082,Player14,30,12,11276346,10,#L9YR9J082,#Q8VQU9JR,2,2,99,#Q8VQU9JR,Enemy 25,22,11,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#YVLVGQPP,Player12,15,12,11276346,11,#YVLVGQPP,#ULL8U99U,2,2,81,#ULL8U99U,Enemy 98,14,12,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#Y8JC0CJR9,Enemy 19,4,14,11276346,12,#Y8JC0CJR9,#UPGLPJ9C,2,2,90,#UPGLPJ9C,Player4,6,13,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#22Q299CQ,Enemy 20,10,13,11276346,13,#22Q299CQ,#JYQV28UC,3,3,100,#JYQV28UC,Player9,12,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#YJPL9PY0Q,Enemy 21,12,13,11276346,14,#YJPL9PY0Q,#8GVGVC0PR,2,2,74,#8GVGVC0PR,Player11,14,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#LJ0YURC0R,Player6,8,13,11276346,15,#LJ0YURC0R,#2YVPR88YL,2,2,79,#2YVPR88YL,Enemy 17,7,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#99RQLJGR,Enemy 22,1,14,11276346,16,#99RQLJGR,#2Y80R00CL,2,2,74,#2Y80R00CL,Player1,1,14,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#Q0YY0V8P,Player7,9,13,11276346,17,#Q0YY0V8P,#VLVCPG2V,3,3,100,#VLVCPG2V,Enemy 26,8,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#LV89CGVPR,Player5,7,13,11276346,18,#LV89CGVPR,#208LY98LU,2,2,81,#208LY98LU,Enemy 24,6,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#YCRJ9P2R,Player10,13,12,11276346,19,#YCRJ9P2R,#RUGRQ2Q9,2,2,58,#RUGRQ2Q9,Enemy 18,11,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#8Y02U8GU8,Enemy 23,17,12,11276346,20,#8Y02U8GU8,#YQQGQYY0G,2,2,52,#YQQGQYY0G,Player13,22,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#208LY98LU,Enemy 24,6,14,11276346,21,#208LY98LU,#LV89CGVPR,2,2,74,#LV89CGVPR,Player5,7,13,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#Q8VQU9JR,Enemy 25,22,11,11276346,22,#Q8VQU9JR,#QJCPVR0L,2,2,65,#QJCPVR0L,Player15,31,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#VLVCPG2V,Enemy 26,8,14,11276346,23,#VLVCPG2V,#Q0YY0V8P,2,2,90,#Q0YY0V8P,Player7,9,13,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#9Y2GRCCUV,Enemy 27,9,13,11276346,24,#9Y2GRCCUV,#9YJ09GPU,3,3,100,#9YJ09GPU,Player8,11,13,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#PQPG982PR,Player2,2,14,11276346,25,#PQPG982PR,#RPCPL98P,2,2,76,#RPCPL98P,Enemy 28,2,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#UPGLPJ9C,Player4,6,13,11276346,26,#UPGLPJ9C,#Y8JC0CJR9,2,2,64,#Y8JC0CJR9,Enemy 19,4,14,1,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#RPCPL98P,Enemy 28,2,14,11276346,27,#RPCPL98P,#YVLVGQPP,3,3,100,#YVLVGQPP,Player12,15,12,0,#9G02RQVP,Kings Clan III,16,#8UJ92VCQ,EnemyClan2,16,07.10.2021 21:26,15,league
#QJCPVR0L,Player15,31,12,11268663,1,#QJCPVR0L,#LCQ0YC20R,2,2,67,#LCQ0YC20R,Enemy 29,20,13,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#2Y80R00CL,Player1,1,14,11268663,2,#2Y80R00CL,#2JJCY8RG8,3,3,100,#2JJCY8RG8,Enemy 41,1,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#8GVGVC0PR,Player11,14,12,11268663,3,#8GVGVC0PR,#80V8GJVQ8,2,2,59,#80V8GJVQ8,Enemy 40,13,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#LCQ0YC20R,Enemy 29,20,13,11268663,4,#LCQ0YC20R,#L9YR9J082,3,3,100,#L9YR9J082,Player14,30,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#LYR0PLCY2,Enemy 30,23,13,11268663,5,#LYR0PLCY2,#QJCPVR0L,3,3,100,#QJCPVR0L,Player15,31,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#9YJ09GPU,Player8,11,13,11268663,6,#9YJ09GPU,#PLP8GV9LU,2,2,73,#PLP8GV9LU,Enemy 33,9,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#9Q8RQJL2Q,Enemy 31,6,14,11268663,7,#9Q8RQJL2Q,#LJ0YURC0R,2,2,86,#LJ0YURC0R,Player6,8,13,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#P9UVRLYJR,Enemy 32,11,14,11268663,8,#P9UVRLYJR,#JYQV28UC,3,3,100,#JYQV28UC,Player9,12,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#PLP8GV9LU,Enemy 33,9,14,11268663,9,#PLP8GV9LU,#9YJ09GPU,3,3,100,#9YJ09GPU,Player8,11,13,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#UG89280P,Enemy 34,15,13,11268663,10,#UG89280P,#YVLVGQPP,3,3,100,#YVLVGQPP,Player12,15,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#89YJQVR2J,Enemy 35,4,14,11268663,11,#89YJQVR2J,#UPGLPJ9C,2,2,91,#UPGLPJ9C,Player4,6,13,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#YVLVGQPP,Player12,15,12,11268663,12,#YVLVGQPP,#UG89280P,2,2,62,#UG89280P,Enemy 34,15,13,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#JYQV28UC,Player9,12,12,11268663,13,#JYQV28UC,#P9UVRLYJR,1,1,57,#P9UVRLYJR,Enemy 32,11,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#8QQP000YG,Enemy 36,8,14,11268663,14,#8QQP000YG,#Q0YY0V8P,3,3,100,#Q0YY0V8P,Player7,9,13,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#QCQCYQ8R,Enemy 37,5,14,11268663,15,#QCQCYQ8R,#LV89CGVPR,2,2,81,#LV89CGVPR,Player5,7,13,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#LQ2RCQJ8,Enemy 38,2,14,11268663,16,#LQ2RCQJ8,#PQPG982PR,2,2,63,#PQPG982PR,Player2,2,14,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#80L8CYGCV,Enemy 39,17,13,11268663,17,#80L8CYGCV,#YQQGQYY0G,1,1,98,#YQQGQYY0G,Player13,22,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#LJ0YURC0R,Player6,8,13,11268663,18,#LJ0YURC0R,#9Q8RQJL2Q,0,0,47,#9Q8RQJL2Q,Enemy 31,6,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#YCRJ9P2R,Player10,13,12,11268663,19,#YCRJ9P2R,#VJG02PQC,1,1,35,#VJG02PQC,Enemy 43,12,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#80V8GJVQ8,Enemy 40,13,14,11268663,20,#80V8GJVQ8,#8GVGVC0PR,3,3,100,#8GVGVC0PR,Player11,14,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#902LGL89P,Player3,4,14,11268663,21,#902LGL89P,#9P0JCPV2P,2,2,98,#9P0JCPV2P,Enemy 42,3,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#2JJCY8RG8,Enemy 41,1,14,11268663,22,#2JJCY8RG8,#2Y80R00CL,2,2,66,#2Y80R00CL,Player1,1,14,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#YQQGQYY0G,Player13,22,12,11268663,23,#YQQGQYY0G,#8QQP000YG,2,2,56,#8QQP000YG,Enemy 36,8,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#L9YR9J082,Player14,30,12,11268663,24,#L9YR9J082,#LYR0PLCY2,3,3,100,#LYR0PLCY2,Enemy 30,23,13,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#Q0YY0V8P,Player7,9,13,11268663,25,#Q0YY0V8P,#80L8CYGCV,3,3,100,#80L8CYGCV,Enemy 39,17,13,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#9P0JCPV2P,Enemy 42,3,14,11268663,26,#9P0JCPV2P,#902LGL89P,2,2,51,#902LGL89P,Player3,4,14,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#UPGLPJ9C,Player4,6,13,11268663,27,#UPGLPJ9C,#89YJQVR2J,2,2,79,#89YJQVR2J,Enemy 35,4,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#LV89CGVPR,Player5,7,13,11268663,28,#LV89CGVPR,#QCQCYQ8R,1,1,75,#QCQCYQ8R,Enemy 37,5,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#VJG02PQC,Enemy 43,12,14,11268663,29,#VJG02PQC,#YCRJ9P2R,3,3,100,#YCRJ9P2R,Player10,13,12,0,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
#PQPG982PR,Player2,2,14,11268663,30,#PQPG982PR,#LQ2RCQJ8,2,2,82,#LQ2RCQJ8,Enemy 38,2,14,1,#9G02RQVP,Kings Clan III,16,#208RPJJUR,EnemyClan3,16,06.10.2021 21:23,15,league
